Time Period,USD,AUD,CAD,EUR,BRL,CHF,DKK,GBP,CZK,HUF,JPY,KRW,ZAR,TWD,TRY,SGD,SEK,PLN,NZD,NOK,MXN
20040527,0.010134385,0.052678169,0.020450656,0.020057355,0.15947188,0.001216602,0.021069417,0.043516882,0.019146422,0.11299403,-0.001115332,,0.082668697,0.010245397,0.2209026,0.006248288,0.021366947,0.054867822,0.055564442,0.018235416,0.064805828
20040528,0.010134526,0.052980622,0.020451228,0.020057905,0.15983765,0.001216604,0.021373645,0.043619104,0.020057905,0.1127102,-0.001115331,,0.083143747,0.010245541,0.22096904,0.006248342,0.021209691,0.055071008,0.055867248,0.018539563,0.064811571
20040601,0.010337274,0.052785329,0.020451801,0.020058456,0.1600496,0.001216606,0.021070633,0.042525594,0.020058456,0.11292846,-0.001115329,,0.083153196,0.010245685,0.22103554,0.006248395,0.021051402,0.053880518,0.055672432,0.018236326,0.066430811
20040602,0.010235971,0.052486624,0.020139323,0.020058456,0.15963934,0.001216606,0.021070633,0.041828017,0.020159678,0.11192389,-0.001115329,,0.083153196,0.010245685,0.23098781,0.006248395,0.021368197,0.053382717,0.055672432,0.018438799,0.066430811
20040603,0.010640713,0.052574849,0.02029437,0.020158009,0.15955314,0.001013842,0.02106881,0.043813109,0.019955598,0.11458222,-0.001115334,,0.083124858,0.010245254,0.2208362,0.006872864,0.021049582,0.053371026,0.055958208,0.018538622,0.066412715
20040604,0.010944747,0.052976783,0.020450656,0.020462191,0.15944688,0.001926226,0.021373019,0.044014967,0.019854931,0.11439939,-0.001115332,,0.083134301,0.010245397,0.2209026,0.006810466,0.021366947,0.052678169,0.056360526,0.018842761,0.066418745
20040607,0.010843777,0.052586193,0.020451801,0.020159678,0.15923405,0.001115227,0.021070633,0.044020269,0.020260899,0.11413382,-0.001115329,,0.083153196,0.010245685,0.22103554,0.006873058,0.021368197,0.051789617,0.056070599,0.018540034,0.066430811
20040608,0.011046373,0.052486624,0.020139323,0.020159678,0.15928209,0.001723489,0.021070633,0.044717721,0.020463338,0.11333025,-0.001115329,,0.083153196,0.010245685,0.22103554,0.006873058,0.021368197,0.051889192,0.056269678,0.018540034,0.066430811
20040609,0.011451553,0.052586193,0.020033497,0.020564555,0.15914899,0.001723489,0.020969419,0.044518453,0.020159678,0.11302891,-0.001115329,,0.083214773,0.010245685,0.22103554,0.006310863,0.021020026,0.052387054,0.056667826,0.018540034,0.066632473
20040610,0.011653767,0.052578629,0.020294934,0.020563397,0.15842691,0.002635807,0.021271819,0.04441342,0.020158565,0.11570422,-0.001115332,,0.083134301,0.010245397,0.2209026,0.006435684,0.021050189,0.051129245,0.057355554,0.018336642,0.066620334
20040614,0.011451553,0.052586193,0.020296062,0.020969419,0.15950525,0.00212898,0.020969419,0.045016617,0.019754787,0.11584121,-0.001115329,,0.083153196,0.010245685,0.22103554,0.006498264,0.021210307,0.052984462,0.057065961,0.017831371,0.066632473
20040615,0.012261875,0.052586193,0.020139323,0.020564555,0.15909495,0.001926236,0.020969419,0.045614386,0.020058456,0.11604207,-0.001013931,,0.083463067,0.010245685,0.22103554,0.006248395,0.021368197,0.053283154,0.056966428,0.018337563,0.066128297
20040616,0.012160588,0.052685762,0.020296062,0.020564555,0.15864863,0.001723489,0.020969419,0.044717721,0.020159678,0.11373205,-0.001115329,,0.083153196,0.010245685,0.22103554,0.006685663,0.021368197,0.053382717,0.057065961,0.018540034,0.066128297
20040617,0.012160183,0.052578629,0.020138212,0.020462191,0.15886998,0.003041261,0.020968215,0.044911466,0.020158565,0.1163064,-0.001115332,,0.083134301,0.010245397,0.2209026,0.006560613,0.021366947,0.053374922,0.057156555,0.018539093,0.06611634
20040618,0.012160385,0.052781518,0.020295498,0.020462764,0.15867533,0.002534449,0.021272439,0.045013844,0.020057905,0.11823217,-0.001115331,,0.083143747,0.010245541,0.22096904,0.006248342,0.020735024,0.053478367,0.057260539,0.018843247,0.066122318
20040621,0.011958011,0.052486624,0.020296062,0.020463338,0.15904292,0.002737192,0.020969419,0.044418818,0.020058456,0.1154395,-0.001115329,,0.083153196,0.010245685,0.22103554,0.006248395,0.021051402,0.053283154,0.056966428,0.018438799,0.066128297
20040622,0.0120593,0.052387054,0.020296062,0.020463338,0.15908796,0.002737192,0.020969419,0.044717721,0.020159678,0.11684545,-0.001216728,,0.082687381,0.010245685,0.22103554,0.006268385,0.020893508,0.053382717,0.056866895,0.018337563,0.066531648
20040623,0.012464446,0.052387054,0.020296062,0.020463338,0.15908895,0.003244012,0.020969419,0.045116247,0.020463338,0.11443514,-0.001318127,,0.083153196,0.010245685,0.22103554,0.006248395,0.020735612,0.053382717,0.056866895,0.018236326,0.066531648
20040624,0.012767851,0.052379548,0.020294934,0.020462191,0.15853102,0.002737172,0.020968215,0.04441342,0.02208139,0.11510201,-0.001318132,,0.082203075,0.010245397,0.2209026,0.006248288,0.021366947,0.053175854,0.056858051,0.017648284,0.066519545
20040625,0.012869353,0.052283744,0.020295498,0.020462764,0.1588844,0.003243998,0.021171233,0.045213079,0.022082058,0.11361397,-0.001318129,,0.082678038,0.010245541,0.22096904,0.006482615,0.021050796,0.053179722,0.057260539,0.017679082,0.066525596
20040628,0.012464446,0.052387054,0.020139323,0.020463338,0.15895585,0.003041287,0.020868204,0.044916985,0.022285134,0.11493733,-0.001318127,,0.082687381,0.010245685,0.2110751,0.006482673,0.021051402,0.054975608,0.056667826,0.017730131,0.066531648
20040629,0.013072142,0.052685762,0.020139323,0.020463338,0.15914899,0.003649453,0.020868204,0.044618087,0.02258874,0.11453558,-0.000912534,,0.082687381,0.010245685,0.22103554,0.006873058,0.021368197,0.055373798,0.056966428,0.017011296,0.068749826
20040630,0.012970861,0.052586193,0.020139323,0.020463338,0.15881075,0.003852168,0.020868204,0.044717721,0.022082726,0.11473646,-0.001115329,,0.082221549,0.010245685,0.22103554,0.006873058,0.020893508,0.055373798,0.057165492,0.017142917,0.068749826
20040701,0.012767851,0.052578629,0.020138212,0.020462191,0.15858001,0.002939899,0.020867012,0.044513031,0.022182583,0.11419863,-0.001115332,,0.082203075,0.010245397,0.2059762,0.006482558,0.021366947,0.057355554,0.057156555,0.016575173,0.068736904
20040702,0.012970631,0.052482856,0.020138767,0.020462764,0.15861431,0.003243998,0.021171233,0.044615364,0.02238565,0.11481889,-0.001115331,,0.082678038,0.010245541,0.21101445,0.006872994,0.021367572,0.057360053,0.058156138,0.016393304,0.068743365
20040706,0.012869353,0.052283744,0.020138767,0.020462764,0.15851928,0.002635816,0.020867608,0.044615364,0.02238565,0.11371438,-0.001115331,,0.082678038,0.010245541,0.21101445,0.007497612,0.021367572,0.057360053,0.057161023,0.018033405,0.067634538
20040707,0.012767628,0.052176738,0.01998194,0.020461618,0.15854573,0.002635797,0.020866416,0.045307078,0.021979536,0.11408048,-0.000709745,,0.08265936,0.010245254,0.21089327,0.008621639,0.021366322,0.057152088,0.057550019,0.018437402,0.067622032
20040708,0.012767851,0.052180462,0.020138212,0.020462191,0.15898296,0.002635807,0.020867012,0.044911466,0.02208139,0.11419863,-0.000709744,,0.081893311,0.010245397,0.21095384,0.009371149,0.021366947,0.056957553,0.057654045,0.018437868,0.067628284
20040709,0.012970631,0.052283744,0.020138767,0.020462764,0.15911446,0.002939911,0.021171233,0.044914225,0.02238565,0.1157225,-0.001115331,,0.082212311,0.010245541,0.21101445,0.00937127,0.021367572,0.056862472,0.058653664,0.01787143,0.067634538
20040712,0.013173184,0.052084628,0.020138767,0.020462764,0.15876736,0.003548077,0.020867608,0.044914225,0.022284454,0.1153209,-0.001115331,,0.082212311,0.010245541,0.22096904,0.010245541,0.021367572,0.05696199,0.057857613,0.018438333,0.067634538
20040713,0.013173184,0.052084628,0.020138767,0.020563976,0.15914947,0.003953503,0.020867608,0.044914225,0.022082058,0.11451767,-0.000709744,,0.082212311,0.010245541,0.22096904,0.009995756,0.021367572,0.057658591,0.057957122,0.018337103,0.067634538
20040714,0.013375243,0.052077208,0.020137657,0.020461618,0.15883857,0.003041249,0.020967613,0.044709515,0.022384278,0.11277588,-0.000811141,,0.08265936,0.010245254,0.2208362,0.009495923,0.021366322,0.057848458,0.058146889,0.018336182,0.067622032
20040715,0.013476757,0.052080918,0.020138212,0.020462191,0.15901196,0.003446701,0.020968215,0.04471225,0.02208139,0.11329519,-0.001013934,,0.082203075,0.010245397,0.2209026,0.009995619,0.021366947,0.058847932,0.058151513,0.018336642,0.067628284
20040716,0.013375733,0.052383301,0.020606957,0.020462764,0.15881138,0.003750791,0.021272439,0.045412311,0.022689236,0.11361397,-0.001115331,,0.082212311,0.010245541,0.22096904,0.010058203,0.021367572,0.058852669,0.058554161,0.018640792,0.067634538
20040719,0.013578279,0.052084628,0.020451228,0.020361551,0.15899042,0.004054857,0.020968817,0.044515742,0.022689236,0.11461808,-0.000709744,,0.082212311,0.010245541,0.22096904,0.00937127,0.021050796,0.058156138,0.058355151,0.018337103,0.067634538
20040720,0.013375733,0.051985069,0.020451228,0.020361551,0.15911446,0.004054857,0.020968817,0.044914225,0.022284454,0.11331272,-0.000709744,,0.081746565,0.010245541,0.22096904,0.00874675,0.021050796,0.058156138,0.058454656,0.018337103,0.067836142
20040721,0.013780301,0.051977678,0.020450083,0.020461618,0.15904945,0.003345327,0.020967613,0.045605848,0.022283095,0.11448187,-0.001115334,,0.080643298,0.010245254,0.2208362,0.008746541,0.021049582,0.057947936,0.058544785,0.018133738,0.067823561
20040722,0.014084357,0.051881828,0.020450656,0.020563397,0.15907895,0.003548059,0.020968215,0.045907492,0.022688531,0.11429901,-0.001115332,,0.081893311,0.010245397,0.21095384,0.008746646,0.021366947,0.057554549,0.058847932,0.018134188,0.067829851
20040723,0.01398336,0.052283744,0.019983033,0.020563976,0.15893241,0.003649434,0.021272439,0.04561154,0.022183257,0.11351355,-0.000811139,,0.080661077,0.010245541,0.22096904,0.008871657,0.021367572,0.057658591,0.059250668,0.018438333,0.067836142
20040726,0.014185895,0.051985069,0.020451228,0.020462764,0.15869634,0.002838547,0.020968817,0.046009986,0.022284454,0.11411603,-0.000709744,0.037340726,0.081281794,0.010245541,0.22096904,0.009215193,0.021367572,0.056862472,0.05895217,0.017729701,0.067836142
20040727,0.014287161,0.052184187,0.020138767,0.020563976,0.15868034,0.002838547,0.020968817,0.046408419,0.022284454,0.11411603,-0.000709744,0.037340726,0.081281794,0.010245541,0.22096904,0.00874675,0.021367572,0.058056631,0.059449662,0.018134638,0.072371567
20040728,0.01438871,0.0536814,0.020139323,0.020766989,0.15883577,0.002838558,0.020969419,0.046212126,0.022285134,0.11413382,-0.001115329,0.037342634,0.081290824,0.010245685,0.22103554,0.008746855,0.021051402,0.059255469,0.060151064,0.018135089,0.072378728
20040729,0.01469281,0.053585767,0.020139878,0.020666357,0.15907643,0.002838569,0.020970021,0.047111717,0.022387022,0.11354876,-0.001115327,0.037344543,0.081299858,0.010245829,0.22110209,0.00937151,0.021368822,0.059459331,0.059757913,0.018135539,0.072385891
20040730,0.014489692,0.053677459,0.020138767,0.020665187,0.15961459,0.002939911,0.021272439,0.047205245,0.022588041,0.11351355,-0.001115331,0.037340726,0.081281794,0.010245541,0.22096904,0.010620209,0.02089291,0.059549158,0.060146116,0.017729701,0.072371567
20040802,0.014590955,0.053677459,0.019983033,0.020867608,0.15961459,0.002838547,0.020968817,0.046508026,0.022588041,0.11401562,-0.000608349,0.037340726,0.081281794,0.010245541,0.22096904,0.009995756,0.021367572,0.059549158,0.059648653,0.017415863,0.072371567
20040803,0.014894742,0.053677459,0.020138767,0.020665187,0.15961459,0.002838547,0.020968817,0.046906442,0.022183257,0.11441726,-0.000608349,0.037440409,0.081281794,0.010245541,0.22096904,0.009995756,0.021367572,0.059549158,0.059847641,0.017527226,0.072472324
20040804,0.014792582,0.053466635,0.019825682,0.020764627,0.15991202,0.002838514,0.020967011,0.047693898,0.022282415,0.11446399,-0.001115336,0.037434656,0.081254717,0.01024511,0.21927988,0.009995345,0.021365697,0.059335718,0.059634061,0.018234505,0.072450793
20040805,0.014995386,0.053570062,0.020137657,0.020664018,0.16054447,0.002838525,0.020967613,0.047697009,0.022687826,0.11367909,-0.000811141,0.037436573,0.081884147,0.010245254,0.2208362,0.010495019,0.021366322,0.059439997,0.059738386,0.01823496,0.072457968
20040806,0.014894438,0.053374922,0.019982486,0.020664603,0.15957986,0.003243983,0.021069417,0.047700122,0.022384964,0.11409825,-0.00081114,0.037438491,0.081893311,0.010245397,0.22040536,0.010463999,0.021366947,0.059544309,0.059842743,0.01803296,0.072465145
20040809,0.014996002,0.053577913,0.019983033,0.020563976,0.1601147,0.002635816,0.01990608,0.047603638,0.022790429,0.11331272,-0.000811139,0.037340726,0.081902477,0.010245541,0.22096904,0.010464149,0.021367572,0.059350165,0.059748147,0.018023281,0.072472324
20040810,0.015401034,0.053378819,0.020138767,0.020766398,0.15991766,0.003142636,0.01990608,0.047603638,0.022486846,0.11260977,-0.000811139,0.037340726,0.082832945,0.010245541,0.22096904,0.010386018,0.021367572,0.059449662,0.059847641,0.017952418,0.07307692
20040811,0.015299136,0.051480011,0.020137657,0.020562818,0.15973503,0.002635797,0.020765217,0.047497868,0.022991366,0.11257515,-0.000811141,0.037336911,0.083745161,0.010245254,0.2208362,0.010057926,0.021366322,0.060036766,0.060036766,0.017809821,0.073062323
20040812,0.014995694,0.051483636,0.020138212,0.020462191,0.16016873,0.002635807,0.020765808,0.047202197,0.022283775,0.11299403,-0.00081114,0.037338818,0.082203075,0.010245397,0.2209026,0.011244456,0.021366947,0.060340116,0.059743266,0.018235416,0.073069621
20040813,0.015299777,0.051785949,0.020138767,0.020563976,0.16039475,0.002939911,0.01990608,0.047404444,0.02339757,0.11411603,-0.000811139,0.035047786,0.078177883,0.010245541,0.22096904,0.011244629,0.020735024,0.060743044,0.059847641,0.017496854,0.07307692
20040816,0.01550229,0.053478367,0.020451228,0.020563976,0.15982163,0.002534449,0.021677255,0.047603638,0.023195194,0.11090244,-0.000811139,0.034948082,0.077711978,0.010245541,0.22096904,0.011744141,0.020735024,0.061339941,0.060046625,0.017527226,0.07307692
20040817,0.01550229,0.053378819,0.020138767,0.020563976,0.16009169,0.003446718,0.020766398,0.04780283,0.023195194,0.11140462,-0.000811139,0.034848378,0.078177883,0.010245541,0.21101445,0.011712972,0.021367572,0.061140979,0.060146116,0.018235871,0.072069251
20040818,0.015096637,0.053371026,0.020137657,0.020664018,0.15970304,0.003041249,0.019904995,0.047398296,0.023598419,0.11117,-0.000811141,0.034745369,0.077540564,0.010245254,0.21089327,0.01186863,0.021366322,0.060931857,0.060036766,0.017516262,0.072055054
20040819,0.015299457,0.053374922,0.020138212,0.020462191,0.15952887,0.002534441,0.019905538,0.047998866,0.02370036,0.11219088,-0.00081114,0.034747021,0.0766171,0.010245397,0.21095384,0.011868823,0.021366947,0.060340116,0.060439588,0.017526805,0.072062152
20040820,0.015299777,0.053378819,0.020138767,0.020462764,0.15927951,0.002331714,0.01990608,0.047504041,0.023802314,0.11461808,-0.000506955,0.034748673,0.07786695,0.010245541,0.22096904,0.011307069,0.02089291,0.060146116,0.060345095,0.01753735,0.072069251
20040823,0.015401034,0.053478367,0.020138767,0.020462764,0.15941454,0.002635816,0.021070025,0.047504041,0.023903498,0.11190679,-0.000304171,0.034748673,0.078177883,0.010245541,0.22096904,0.011244629,0.021367572,0.060245606,0.060743044,0.017932171,0.072069251
20040824,0.015198519,0.05188551,0.020138767,0.020867608,0.15961459,0.002838547,0.021576052,0.047404444,0.023701129,0.11110332,-0.000811139,0.034748673,0.078177883,0.010245541,0.22096904,0.011869016,0.020735024,0.06124046,0.060842529,0.017415863,0.073983739
20040825,0.015501632,0.051878146,0.020918207,0.020461618,0.15937325,0.002838525,0.020664018,0.047298723,0.023901933,0.11096925,-0.000506956,0.034745369,0.077229746,0.010245254,0.22332054,0.012492942,0.021366322,0.061230205,0.061130757,0.017435279,0.072055054
20040826,0.015704462,0.051782281,0.020762093,0.020462191,0.15993278,0.002939899,0.020664603,0.04740137,0.024307414,0.11068483,-0.00081114,0.034747021,0.076772055,0.010245397,0.2209026,0.012649284,0.021366947,0.065511507,0.061036401,0.017597668,0.073976258
20040827,0.015907306,0.051586825,0.021386565,0.020462764,0.16061479,0.003649434,0.01990608,0.047404444,0.024814112,0.10959667,-0.000811139,0.034648968,0.076780111,0.010245541,0.22096904,0.012493369,0.021367572,0.065219037,0.060444584,0.0173045,0.073983739
20040830,0.015907306,0.052283744,0.020762683,0.020462764,0.16040475,0.002939911,0.01990608,0.047504041,0.024510581,0.11080201,-0.000506955,0.034648968,0.076780111,0.010245541,0.22096904,0.012582574,0.021367572,0.064721788,0.061339941,0.0173045,0.073983739
20040831,0.015907652,0.051490888,0.021075735,0.020463338,0.16094514,0.002939923,0.020766989,0.047307907,0.024814955,0.11232572,-0.001013931,0.034550895,0.07585703,0.010245685,0.2110751,0.013117926,0.021368197,0.064429105,0.061345087,0.017335283,0.073688896
20040901,0.016211417,0.051690042,0.021075735,0.020463338,0.1610502,0.003244012,0.020766989,0.047307907,0.024612588,0.11122065,-0.000811138,0.034550895,0.075701999,0.010245685,0.22103554,0.012493583,0.021051402,0.064826986,0.061743069,0.017426403,0.073688896
20040902,0.016109452,0.051682733,0.021698348,0.020360983,0.16126041,0.003345343,0.020765808,0.04740137,0.02461093,0.11018278,-0.001013934,0.034547628,0.075686335,0.010245397,0.2209026,0.011868823,0.021366947,0.064815495,0.061533722,0.01793173,0.073674053
20040903,0.016008556,0.051985069,0.021698993,0.020462764,0.16111485,0.003649434,0.021070025,0.047404444,0.024712936,0.10748705,-0.000811139,0.034549261,0.075073154,0.010245541,0.21101445,0.012493369,0.021367572,0.06482124,0.061439421,0.018134638,0.073681473
20040907,0.016413923,0.051690042,0.022167793,0.020463338,0.15924631,0.003548094,0.020766989,0.047208294,0.024612588,0.10981404,-0.000405562,0.034550895,0.075390936,0.010245685,0.22103554,0.013117926,0.0204188,0.064826986,0.061643574,0.017831371,0.073991223
20040908,0.016616426,0.051590465,0.022791639,0.020463338,0.16209074,0.003548094,0.020766989,0.047407518,0.025017318,0.11142157,-0.000811138,0.034550895,0.074769781,0.010245685,0.20110651,0.013117926,0.020735612,0.064926454,0.061942055,0.017831371,0.073991223
20040909,0.017121865,0.051583185,0.022477837,0.020462191,0.16207909,0.003852127,0.020765808,0.047003022,0.02461093,0.11249207,-0.00081114,0.034547628,0.075686335,0.010245397,0.21095384,0.013117454,0.021050189,0.064914928,0.061931563,0.0178305,0.073976258
20040910,0.017223507,0.05188551,0.02216712,0.020462764,0.1630899,0.003953503,0.021070025,0.047006044,0.024712936,0.11331272,-0.001115331,0.034549261,0.075073154,0.010245541,0.20105143,0.013741978,0.021367572,0.06492069,0.062334703,0.017830936,0.073983739
20040913,0.017223914,0.051590465,0.022479221,0.020463338,0.16309016,0.003852168,0.020766989,0.046510985,0.024713772,0.11101971,-0.000506955,0.034550895,0.075390936,0.010245685,0.2110751,0.014002339,0.021368197,0.065622709,0.062837451,0.017325159,0.073487341
20040914,0.017122668,0.051590465,0.022479221,0.020564555,0.16320621,0.004257588,0.020766989,0.047208294,0.025017318,0.11101971,-0.000811138,0.034550895,0.076633151,0.010245685,0.2110751,0.014210498,0.021368197,0.066219466,0.062340017,0.017426403,0.073487341
20040915,0.017426403,0.051690042,0.022323508,0.020463338,0.16354233,0.004358941,0.020766989,0.047407518,0.024916137,0.11001499,-0.000912534,0.034550895,0.077565226,0.010245685,0.20858371,0.014179234,0.020735612,0.066318923,0.062439505,0.017426403,0.073487341
20040916,0.01772927,0.051583185,0.022633529,0.020563397,0.16312361,0.004561588,0.020867012,0.04740137,0.02511677,0.11028319,-0.000912537,0.034547628,0.077237899,0.010245397,0.21095384,0.014276761,0.021366947,0.066406318,0.062528298,0.017425572,0.073472579
20040917,0.017830936,0.051985069,0.022478529,0.020563976,0.16318989,0.004764314,0.021070025,0.047404444,0.024814112,0.10949622,-0.000912535,0.034549261,0.076004162,0.010245541,0.21101445,0.014366232,0.020735024,0.066511785,0.062832052,0.017729701,0.073479959
20040920,0.017628889,0.051889192,0.022479221,0.020564555,0.16296711,0.004460293,0.020766989,0.047307907,0.025118497,0.10880921,-0.001115329,0.034550895,0.07601206,0.010245685,0.2110751,0.013846318,0.021368197,0.066816195,0.062538993,0.017325159,0.073487341
20040921,0.017831371,0.051889192,0.022791639,0.020564555,0.1634313,0.004460293,0.020766989,0.047507129,0.024814955,0.11041688,-0.000608349,0.034550895,0.074459689,0.010245685,0.22103554,0.013929523,0.020735612,0.066816195,0.062538993,0.017325159,0.073890438
20040922,0.017628889,0.051889192,0.022634932,0.020463338,0.16355134,0.004460293,0.020766989,0.047307907,0.024916137,0.11122065,-0.000912534,0.034550895,0.073838486,0.010245685,0.22103554,0.013742236,0.021368197,0.066716742,0.062538993,0.017325159,0.073890438
20040923,0.017526805,0.051583185,0.022945904,0.020462191,0.16305864,0.004460239,0.020765808,0.047301784,0.025015604,0.11068483,-0.00060835,0.034547628,0.075375401,0.010245397,0.2209026,0.014365949,0.021050189,0.066207477,0.062528298,0.017324337,0.073875514
20040924,0.017932171,0.05188551,0.022790928,0.020563976,0.16354587,0.004764314,0.021070025,0.047105645,0.025117633,0.10859213,-0.000912535,0.034549261,0.075694166,0.010245541,0.21101445,0.013741978,0.021367572,0.066114032,0.062832052,0.017628464,0.073882975
20040927,0.017932611,0.051590465,0.022791639,0.020564555,0.16328524,0.004561645,0.020766989,0.047307907,0.025320855,0.10880921,-0.000506955,0.034550895,0.075235899,0.010245685,0.22103554,0.013742236,0.021368197,0.066318923,0.063036419,0.017122668,0.073890438
20040928,0.017831371,0.05208834,0.022634932,0.020564555,0.16367638,0.004865694,0.021070633,0.047407518,0.025320855,0.11041688,-0.000912534,0.034550895,0.075235899,0.010245685,0.22103554,0.013117926,0.020735612,0.066617289,0.063036419,0.018135089,0.076913322
20040929,0.017527647,0.051789617,0.022634932,0.020564555,0.16394547,0.004865694,0.020766989,0.046610603,0.025826736,0.11021594,-0.000912534,0.034550895,0.07508086,0.010245685,0.22103554,0.013117926,0.021368197,0.067213998,0.063633304,0.017628889,0.076913322
20040930,0.017831806,0.051693697,0.022948067,0.020565134,0.1636879,0.004865726,0.020767579,0.046713206,0.024815798,0.11123755,-0.000912533,0.034552529,0.074777425,0.010245829,0.22110209,0.013118161,0.021368822,0.064932219,0.063240853,0.017831806,0.076921409
20041001,0.017932171,0.051985069,0.022946625,0.020563976,0.1641148,0.005169698,0.021070025,0.047205245,0.024814112,0.11120376,-0.000405563,0.034549261,0.07476214,0.010245541,0.22096904,0.012671779,0.021367572,0.065219037,0.063329381,0.018134638,0.076905236
20041004,0.017628464,0.051686387,0.023570392,0.020563976,0.1641148,0.004967008,0.020766398,0.047105645,0.024611759,0.10829076,-0.000912535,0.034549261,0.075228162,0.010245541,0.22096904,0.012493369,0.021367572,0.06482124,0.063229917,0.017911925,0.076905236
20041005,0.017932171,0.051686387,0.023570392,0.020563976,0.16461471,0.005068353,0.021474848,0.047205245,0.024915287,0.10999846,-0.000405563,0.034349845,0.075228162,0.010245541,0.22096904,0.012493369,0.021367572,0.064721788,0.063528306,0.017830936,0.077308145
20041006,0.018032514,0.05167908,0.024348181,0.020562818,0.1643241,0.005270966,0.020765217,0.046601688,0.025115906,0.10996543,-0.000912538,0.034147235,0.075678506,0.010245254,0.21089327,0.012492942,0.020733846,0.064809752,0.063417844,0.017830065,0.077291811
20041007,0.018134188,0.051782281,0.023880983,0.020563397,0.1646937,0.005473686,0.021575415,0.047301784,0.025015604,0.10998194,-0.000912537,0.03414883,0.075065451,0.010245397,0.2209026,0.012992597,0.021366947,0.064914928,0.063125003,0.017425572,0.077299977
20041008,0.018134638,0.051785949,0.024349804,0.020563976,0.16461471,0.005473728,0.021576052,0.046508026,0.024611759,0.10798937,-0.000912535,0.034449554,0.075383167,0.010245541,0.21101445,0.01311769,0.021367572,0.06492069,0.06293152,0.017324748,0.077308145
20041011,0.017830936,0.051686387,0.024349804,0.020665187,0.16511461,0.005271042,0.01990608,0.047006044,0.024409403,0.10698469,-0.000912535,0.034549261,0.075383167,0.011544339,0.21101445,0.012571386,0.021367572,0.06492069,0.063130452,0.017223507,0.077308145
20041012,0.018235871,0.051686387,0.024194125,0.020665187,0.16531457,0.005169698,0.020968817,0.047404444,0.024814112,0.10798937,-0.000912535,0.034549261,0.077246054,0.011544339,0.22096904,0.012493369,0.021367572,0.06502014,0.063627768,0.017223507,0.077308145
20041013,0.01823496,0.05167908,0.024503837,0.020562818,0.16520512,0.005068283,0.019904995,0.046701268,0.024306606,0.10544714,-0.000709745,0.034545994,0.077229746,0.011543974,0.21089327,0.012492942,0.020733846,0.064809752,0.063716124,0.017576998,0.077291811
20041014,0.018437868,0.051483636,0.024816983,0.020563397,0.16570001,0.004865629,0.020867012,0.04710261,0.024408587,0.10646685,-0.000709744,0.03444793,0.076307184,0.011544156,0.21095384,0.012493156,0.020417659,0.064716061,0.063522788,0.017425572,0.077299977
20041015,0.018539563,0.051785949,0.024817826,0.020563976,0.16572545,0.005575069,0.020665187,0.047205245,0.024510581,0.10698469,-0.000709744,0.034449554,0.077246054,0.011544339,0.21101445,0.012961663,0.02041823,0.06482124,0.064224519,0.017415863,0.077308145
20041018,0.018640792,0.051686387,0.025285829,0.020563976,0.16649921,0.005169698,0.020665187,0.047105645,0.024510581,0.10547752,-0.000709744,0.034449554,0.076780111,0.011544339,0.20603399,0.012493369,0.021367572,0.064622336,0.064622336,0.017628464,0.077308145
20041019,0.018337103,0.051586825,0.025129165,0.020665187,0.16711398,0.004967008,0.01990608,0.046806839,0.024712936,0.10648233,-0.000709744,0.034449554,0.076315144,0.011544339,0.21101445,0.012597458,0.021367572,0.064522883,0.064025605,0.018235871,0.078416062
20041020,0.018639841,0.051579546,0.02481614,0.020664018,0.16705885,0.004865596,0.020765217,0.046302946,0.025318223,0.10594926,-0.000405563,0.034446306,0.075988374,0.011543974,0.20094139,0.012492942,0.020417088,0.064511501,0.064014397,0.017830065,0.078399257
20041021,0.018640317,0.051682733,0.0251283,0.020664603,0.16944465,0.005068318,0.020765808,0.047003022,0.024509759,0.10596459,-0.000709744,0.03444793,0.0766171,0.011544156,0.20099639,0.013117454,0.020417659,0.064616627,0.064318317,0.0178305,0.078407659
20041022,0.018742019,0.051487262,0.025285829,0.020665187,0.16911301,0.004865661,0.01990608,0.047006044,0.024611759,0.10597993,-0.000709744,0.034449554,0.075694166,0.011544339,0.21101445,0.01311769,0.021050796,0.064721788,0.064224519,0.017324748,0.078416062
20041025,0.019146422,0.051682733,0.025284954,0.020664603,0.16907403,0.004865629,0.020765808,0.047003022,0.02461093,0.10696906,-0.000709744,0.03444793,0.075996267,0.011544156,0.20099639,0.013117454,0.020417659,0.064517191,0.064517191,0.017506558,0.078407659
20041026,0.019146923,0.051785949,0.025597156,0.020665187,0.1696247,0.004865661,0.021070025,0.047006044,0.024712936,0.10497508,-0.000709744,0.034449554,0.075849165,0.011544339,0.20105143,0.012493369,0.020577134,0.06482124,0.064622336,0.018235871,0.080530905
20041027,0.019147425,0.051690042,0.025442379,0.020665772,0.16961596,0.00527108,0.021070633,0.047009067,0.024713772,0.10499014,1.01389E-05,0.034451178,0.07601206,0.011544521,0.2110751,0.012493583,0.0204188,0.064826986,0.064329633,0.018135089,0.08053977
20041028,0.01955286,0.051594107,0.025130894,0.020666357,0.17069148,0.005575154,0.021577327,0.047410593,0.024714608,0.10450246,-0.000709742,0.034452802,0.076019959,0.011544704,0.20116163,0.012493797,0.021052009,0.064633759,0.064633759,0.017447069,0.080548638
