Time Period,AUSTRALIA,EURO AREA,NEW ZEALAND,UNITED KINGDOM,BRAZIL,CANADA,DENMARK,JAPAN,MEXICO,NORWAY,SOUTH AFRICA,SINGAPORE,SWEDEN,SWITZERLAND,TAIWAN,TURKEY,CZECHIA,HUNGARY
2010-12,-0.000268,0.032577,0.030164,0.023439,-0.001516,-0.003994,0.031874,0.009765,0.007661,0.004725,-0.017214,0.005884,0.005708,-0.016355,-0.013577,0.061164,0.052733,0.040812
2011-01,0.000508,-0.010842,-0.016764,-0.011664,-0.00339,-0.013438,-0.010633,-0.008671,-0.018093,-0.019952,0.019119,-0.01537,-0.026299,-0.013044,-0.026506,0.032094,-0.040798,-0.014589
2011-02,-0.008364,-0.020626,0.007066,-0.021149,0.004494,-0.00559,-0.020517,-0.001148,-0.002,-0.019872,0.041534,-0.008214,-0.03423,-0.006979,0.006041,0.021011,-0.027807,-0.034594
2011-03,0.000862,-0.025796,0.02827,-0.001889,0.00421,-0.010454,-0.025657,-0.01095,-0.002306,-0.023296,-0.036254,-0.006152,-0.011744,-0.033848,0.00764,-0.001466,-0.020635,-0.021797
2011-04,-0.042152,-0.030121,-0.059507,-0.01316,-0.035876,-0.018466,-0.030178,0.018524,-0.021012,-0.03288,-0.021518,-0.01696,-0.022361,-0.023533,-0.017021,-0.032043,-0.036104,-0.048255
2011-05,-0.004341,0.009556,-0.006187,0.00328,0.028934,0.011257,0.009477,-0.025004,-0.000876,0.015666,0.024317,-0.00594,0.010345,-0.026253,-0.008385,0.040044,0.015231,0.021511
2011-06,0.009266,-0.003831,-0.022555,0.007336,-0.007486,0.009691,-0.003993,-0.008699,0.016514,-0.005422,-0.005661,-0.003937,0.013614,-0.039617,0.003495,0.0234,-0.010726,-0.00397
2011-07,-0.011404,0.009991,-0.036863,0.004132,-0.004236,-0.02114,0.00955,-0.014847,-0.007744,0.004435,0.004724,-0.014326,0.012598,-0.022548,0.001387,0.039016,0.01113,0.017097
2011-08,0.029942,-0.003087,0.013886,-0.01184,0.031848,0.028026,-0.004074,-0.029172,0.050356,-0.000697,0.04781,-0.005602,0.001976,-0.051883,0.005094,0.063397,-0.005543,0.016901
2011-09,0.030922,0.042653,0.033452,0.03674,0.101011,0.021717,0.042165,-0.002097,0.068829,0.036409,0.071272,0.036424,0.040012,0.116632,0.026796,0.027091,0.053476,0.091071
2011-10,0.008749,0.00198,0.027747,0.000499,0.021386,0.017962,0.001754,-0.002119,0.031744,0.00462,0.053042,0.017451,0.000872,0.02134,0.01779,0.025811,0.014209,0.048056
2011-11,0.009082,0.013492,0.027256,-0.002079,0.018209,0.005661,0.012642,0.011757,0.022472,0.01952,0.028684,0.010123,0.016466,0.013324,-0.000787,-0.003132,0.037088,0.055428
2011-12,0.002504,0.03085,0.003872,0.014266,0.037919,-0.00053,0.029592,0.002918,0.009203,0.027837,0.010202,0.00531,0.019054,0.027585,0.00139,0.037471,0.032853,0.022284
2012-01,-0.025049,0.019217,-0.038318,0.00436,-0.021252,-0.009525,0.019009,-0.010874,-0.025419,0.010164,-0.018821,-0.013669,0.000417,0.004307,-0.008184,-0.007938,0.02013,0.030547
2012-02,-0.026461,-0.024787,-0.038885,-0.01755,-0.030564,-0.015429,-0.025242,0.01929,-0.042336,-0.038448,-0.042099,-0.019,-0.02563,-0.028069,-0.014825,-0.040056,-0.045567,-0.076505
2012-03,0.022896,0.002436,0.019936,-0.000949,0.052539,-0.001979,0.002566,0.049584,0.001008,0.000976,0.000206,0.004502,0.011955,0.001268,-0.000111,0.024173,-0.01148,0.013076
2012-04,0.020356,0.003766,0.004623,-0.01073,0.038547,-0.000161,0.004253,-0.014917,0.02701,0.009069,0.03362,-0.006252,0.002037,0.000107,-0.001948,0.006216,0.008829,0.016679
2012-05,0.039427,0.027334,0.056122,0.00507,0.074218,0.017664,0.026762,-0.019888,0.045801,0.029195,0.044175,0.008835,0.043833,0.026797,0.001272,0.018868,0.050184,0.029753
2012-06,0.002417,0.021008,-0.005497,0.02373,0.040142,0.018837,0.020379,-0.004537,0.025273,0.018019,0.032531,0.013041,0.008078,0.020142,0.015285,0.016278,0.032327,0.022371
2012-07,-0.027999,0.021128,-0.020752,-0.002108,-0.002654,-0.012721,0.021729,-0.00494,-0.037376,0.010287,-0.011109,-0.014151,-0.016285,0.021114,0.002752,0.000914,0.013897,0.001254
2012-08,-0.014021,-0.010516,-0.012654,-0.008014,0.005359,-0.021011,-0.010019,-0.003228,-0.010596,-0.026839,0.004867,-0.009725,-0.038944,-0.010818,-0.000555,-0.004269,-0.027618,-0.031757
2012-09,0.009408,-0.037983,-0.009633,-0.02516,0.005528,-0.013569,-0.037137,-0.007205,-0.016228,-0.025377,0.003846,-0.014168,-0.010835,-0.031275,-0.015213,0.008966,-0.046296,-0.014817
2012-10,0.013022,-0.007017,0.002241,0.00308,0.007266,0.009774,-0.006844,0.01105,0.001397,-0.005626,0.049808,-0.005263,0.007693,-0.007072,-0.007491,0.00426,-0.000414,-0.01036
2012-11,-0.00781,0.010492,0.002228,0.007189,0.023651,0.010585,0.010198,0.025081,0.016269,0.002933,0.022333,-0.000305,0.01089,0.006606,-0.003879,-0.000591,0.027638,0.016922
2012-12,-0.00332,-0.02186,-0.012185,-0.010815,0.011221,-0.006492,-0.021999,0.033354,-0.012053,-0.017863,-0.017197,-0.002184,-0.015951,-0.019274,-0.00193,0.000666,-0.030278,-0.005293
2013-01,-0.001003,-0.014137,-0.004929,0.011424,-0.018342,0.003088,-0.014065,0.060833,-0.009841,-0.009672,0.025428,0.006487,-0.016606,0.001978,0.002396,-0.005014,0.00179,0.015321
2013-02,0.02059,-0.003384,0.000179,0.031422,-0.021873,0.018421,-0.003741,0.043173,0.005607,0.003755,0.012994,0.008195,-0.015546,-0.002682,0.018568,0.008619,-0.006995,-0.002153
2013-03,-0.001076,0.029828,0.014124,0.025998,0.011483,0.015126,0.028941,0.018709,-0.014601,0.039188,0.039055,0.006876,0.011653,0.026934,0.004285,0.023709,0.037115,0.06861
2013-04,-0.001081,-0.005664,-0.021267,-0.014992,0.014402,-0.004799,-0.005813,0.030923,-0.020712,0.003355,-0.006012,-0.006808,0.007112,-0.010872,0.003241,-0.002569,0.001169,-0.016674
2013-05,0.047585,0.003086,0.029519,0.001124,0.023624,0.001646,0.002793,0.031689,0.010604,0.00566,0.031086,0.008638,0.017954,0.019942,-0.001231,0.020458,0.005918,-0.013869
2013-06,0.051699,-0.016481,0.044764,-0.012528,0.071532,0.012269,-0.01605,-0.037322,0.055637,0.010531,0.071619,0.008802,-0.001427,-0.024216,0.005609,0.042625,-0.020233,-0.001646
2013-07,0.032774,0.008157,0.004524,0.020682,0.04221,0.00925,0.007969,0.024626,-0.012612,0.025969,-0.004439,0.006918,0.005488,0.012305,0.000776,0.022697,0.015428,0.008272
2013-08,0.01492,-0.01725,-0.001815,-0.021038,0.045772,0.001223,-0.017446,-0.018974,0.014823,-0.008486,0.020162,0.003504,-0.011405,-0.020362,0.000628,0.02118,-0.022514,1e-05
2013-09,-0.027068,-0.00387,-0.028636,-0.024,-0.025996,-0.005531,-0.003851,0.014066,0.013967,0.000764,-0.006583,-0.007926,-0.006472,-0.003461,-0.010226,0.03412,-0.004101,0.000796
2013-10,-0.020983,-0.020962,-0.019986,-0.013088,-0.026369,0.002795,-0.021086,-0.014733,-0.002149,-0.001854,-0.002076,-0.015078,-0.011903,-0.02278,-0.007815,-0.010775,-0.026283,-0.035283
2013-11,0.022641,0.011351,0.012422,0.000106,0.056023,0.012568,0.011034,0.023182,0.00797,0.023662,0.034541,0.00379,0.028188,0.011239,0.005277,0.02419,0.058415,0.020759
2013-12,0.039568,-0.015941,0.006332,-0.017222,0.03024,0.015259,-0.015967,0.033203,-0.001162,0.009062,0.021137,0.009192,-0.007549,-0.021951,0.007429,0.025186,0.006381,-0.003885
2014-01,0.015662,0.006596,-0.004075,-0.005059,0.024843,0.028659,0.006555,0.002836,0.018722,0.005678,0.053241,0.011022,-0.006601,0.011456,0.014278,0.079422,0.00483,0.012731
2014-02,-0.011007,-0.003451,-0.000527,-0.005092,0.005969,0.011114,-0.003517,-0.015962,0.007901,-0.006608,0.010386,-0.005088,0.001589,-0.011462,0.006162,0.004116,-0.004515,0.025633
2014-03,-0.010732,-0.011833,-0.026535,-0.003741,-0.014158,0.005513,-0.011807,0.002036,-0.004965,-0.018599,-0.014357,0.001228,-0.012118,-0.015081,0.003582,0.011368,-0.013875,-0.005382
2014-04,-0.02253,0.001336,-0.005452,-0.007185,-0.031634,-0.009668,0.001362,0.001103,-0.006958,-0.001714,-0.014897,-0.00962,0.021729,0.002405,-0.006312,-0.032787,0.002738,-0.011608
2014-05,0.003102,0.005199,0.002595,-0.005354,0.003171,-0.008212,0.004937,-0.006752,-0.007631,-0.005643,-0.007386,-0.002506,0.004096,0.005981,-0.002039,-0.008912,0.00515,-0.001955
2014-06,-0.004304,0.010523,0.000817,-0.003668,0.016399,-0.005105,0.009534,0.002759,0.007099,0.018625,0.030229,3.4e-05,0.017747,0.008168,-0.003723,0.019195,0.010771,0.016169
2014-07,-0.000488,0.004532,-0.004801,-0.009082,0.003686,-0.007678,0.004105,-0.003268,0.002141,0.02651,0.00318,-0.006644,0.019901,0.00199,-0.00088,0.005549,0.004098,0.017222
2014-08,0.01061,0.016199,0.032121,0.021909,0.028714,0.018017,0.015835,0.011633,0.013882,0.000178,0.005454,0.004756,0.011744,0.013069,0.001307,0.026997,0.029481,0.030679
2014-09,0.031242,0.032362,0.039528,0.025067,0.039114,0.00853,0.03091,0.042488,0.009348,0.0264,0.035084,0.012421,0.033223,0.029214,0.005753,0.02934,0.023758,0.029946
2014-10,0.031425,0.01643,0.035198,0.013564,0.055648,0.018916,0.016382,0.005412,0.020488,0.033205,0.011114,0.008616,0.016175,0.016513,0.009232,0.028233,0.017492,0.000761
2014-11,0.017918,0.016103,0.008326,0.019271,0.050648,0.010833,0.015656,0.073636,0.012308,0.038362,0.007687,0.017255,0.02319,0.0117,0.01132,-0.002751,0.01869,0.015691
2014-12,0.048018,0.011451,0.011719,0.008278,0.044017,0.018863,0.01131,0.025498,0.066636,0.067542,0.041238,0.014438,0.028374,0.011066,0.020551,0.032525,0.010935,0.024754
2015-01,0.025824,0.059404,0.020905,0.032777,0.007116,0.050573,0.059538,-0.009308,0.014164,0.055651,0.009504,0.017487,0.061463,-0.033368,0.009513,0.023779,0.06574,0.074326
2015-02,0.035545,0.022844,0.026076,-0.012058,0.07711,0.031185,0.022651,0.004034,0.017126,-0.01218,0.006974,0.013061,0.029042,-0.010084,-0.002247,0.060839,0.014934,-0.003073
2015-03,0.011262,0.04766,0.002107,0.024665,0.119407,0.009973,0.048276,0.013433,0.023616,0.053391,0.048062,0.016643,0.022395,0.044558,-0.003312,0.059013,0.037957,0.03662
2015-04,-0.000254,-0.00055,-0.015115,-0.000481,-0.021542,-0.022034,-0.000185,-0.007669,-0.000525,-0.013919,-0.00448,-0.02065,0.009774,-0.022015,-0.014578,0.0324,0.006406,-0.007564
2015-05,-0.017617,-0.031687,0.031404,-0.031873,0.015586,-0.012591,-0.033121,0.010478,0.007919,-0.041438,0.004733,-0.00986,-0.035457,-0.030527,-0.011025,0.005322,-0.035132,-0.012569
2015-06,0.024311,-0.005548,0.05826,-0.007483,0.029296,0.016004,-0.006185,0.023723,0.015338,0.034806,0.03167,0.008725,-0.008798,-0.000442,0.009549,0.030534,-0.008553,0.015585
2015-07,0.042492,0.020311,0.051732,0.001291,0.048419,0.039886,0.019983,-0.003506,0.032416,0.040198,0.018898,0.012326,0.03142,0.023017,0.009828,0.006328,0.011095,0.017381
2015-08,0.016929,-0.01287,0.01778,-0.000889,0.096781,0.022101,-0.012763,-0.002711,0.038281,0.016223,0.040102,0.026984,0.00179,0.013454,0.031994,0.064953,-0.014604,-0.011349
2015-09,0.034517,-0.00876,0.03485,0.01567,0.116297,0.009178,-0.009564,-0.024152,0.020604,0.004467,0.060747,0.012432,-0.022513,0.00307,0.015039,0.062379,-0.005928,-0.003864
2015-10,-0.018186,-0.000321,-0.052139,-0.000158,0.004477,-0.014491,-0.00062,-0.001163,-0.013787,-0.001254,-0.005589,-0.009586,-0.004726,-0.004888,-0.006831,-0.01985,-0.000602,-0.005923
2015-11,0.009168,0.045185,0.023167,0.009919,-0.011714,0.015915,0.044778,0.02103,0.005936,0.044261,0.052458,0.010321,0.040764,0.040475,0.00551,-0.009187,0.042406,0.050211
2015-12,-0.012562,-0.015853,-0.027165,0.01399,0.036099,0.032239,-0.016017,-0.00895,0.028094,0.00701,0.064207,-0.004199,-0.023203,-0.016272,0.005452,0.024422,-0.013984,-0.006822
2016-01,0.034538,0.00244,0.034047,0.040103,0.055667,0.035505,0.002262,-0.028967,0.058848,0.014308,0.09004,0.017685,0.005613,0.011935,0.019472,0.037896,0.000902,0.003052
2016-02,-0.01607,-0.022341,-0.013227,0.007058,-0.011303,-0.029316,-0.022306,-0.031738,0.022568,-0.023441,-0.029495,-0.01876,-0.008912,-0.017418,-0.005813,-0.013067,-0.021254,-0.035007
2016-03,-0.049194,-0.004643,-0.015067,0.002764,-0.058214,-0.04226,-0.005433,-0.015658,-0.041849,-0.015865,-0.018888,-0.02327,-0.017772,-0.012365,-0.019842,-0.010328,-0.001238,0.00299
2016-04,-0.019803,-0.01973,-0.020008,-0.004976,-0.025714,-0.03134,-0.02197,-0.031182,-0.005928,-0.031901,-0.047003,-0.016611,-0.028768,-0.019447,-0.00829,-0.010223,-0.02259,-0.01952
2016-05,0.047296,0.002144,0.013999,-0.014324,0.004872,0.009921,0.001699,-0.007166,0.039595,0.002418,0.055454,0.014784,0.011781,0.013487,0.006709,0.043284,0.001817,0.012106
2016-06,-0.010073,0.006236,-0.032047,0.022704,-0.022216,-0.003718,0.005847,-0.03342,0.030865,0.009923,-0.012152,-0.011771,0.009832,-0.009842,-0.007429,-4.9e-05,0.007927,0.00487
2016-07,-0.015989,0.014934,-0.011192,0.077661,-0.032083,0.012318,0.015198,-0.011995,0.00091,0.020758,-0.038749,-0.001503,0.030649,0.012406,-0.006333,0.020455,0.01275,0.017282
2016-08,-0.012048,-0.014442,-0.012663,0.002343,-0.009973,-0.003884,-0.014303,-0.029456,-0.004449,-0.021018,-0.037349,-0.002627,-0.013012,-0.013422,-0.017696,0.009048,-0.013564,-0.026192
2016-09,0.006221,-0.001801,-0.00889,-0.003195,0.025211,0.008823,-0.000986,0.004553,0.043977,-0.012345,0.02343,0.008583,0.006373,0.000898,-0.002595,0.006908,-0.00056,-0.005357
2016-10,-0.002046,0.017542,0.023592,0.063463,-0.009817,0.011088,0.016466,0.019947,-0.014957,-0.002557,-0.001095,0.018762,0.032515,0.013541,0.004125,0.0434,0.01627,0.010778
2016-11,0.011987,0.019502,0.001394,-0.00854,0.05756,0.013772,0.019831,0.041929,0.061362,0.02946,0.004937,0.018529,0.0331,0.007502,0.005112,0.072296,0.0211,0.026816
2016-12,0.025819,0.022154,0.017904,-0.004478,0.015809,-0.007341,0.02119,0.06631,0.028336,0.017989,0.000528,0.017746,0.007527,0.021366,0.007677,0.069634,0.02242,0.03323
2017-01,-0.015173,-0.009527,-0.012016,0.008843,-0.039875,-0.011864,-0.00977,-0.010633,0.046863,-0.012387,-0.015786,-0.005768,-0.030023,-0.013146,-0.01136,0.077373,-0.008222,-0.01733
2017-02,-0.025493,-0.002394,-0.012456,-0.010763,-0.017044,-0.00571,-0.002696,-0.018021,-0.047197,-0.016297,-0.021102,-0.009785,-0.006083,-0.007852,-0.025499,-0.014199,-0.003551,-0.004408
2017-03,0.00637,-0.004971,0.032468,0.011375,0.01631,0.020922,-0.004942,-0.000958,-0.047009,0.021875,-0.01539,-0.006374,0.000364,-0.001034,-0.00702,0.009743,-0.004725,-0.000728
2017-04,0.012296,-0.003357,0.006173,-0.023993,0.012259,0.003482,-0.003227,-0.026357,-0.022306,0.009103,0.045543,-0.004856,0.003981,-0.002189,-0.009911,0.003864,-0.011949,0.001484
2017-05,0.013676,-0.03207,0.004206,-0.023295,0.028938,0.012324,-0.031806,0.018423,0.004698,-0.009524,-0.008582,-0.002414,-0.021418,-0.015856,-0.007996,-0.014807,-0.040455,-0.036005
2017-06,-0.015989,-0.017748,-0.039644,0.008514,0.035585,-0.023398,-0.01845,-0.012975,-0.029741,-0.005845,-0.023246,-0.008682,-0.013416,-0.020731,0.003828,-0.004732,-0.029297,-0.023442
2017-07,-0.031405,-0.027498,-0.016548,-0.015244,-0.022405,-0.046853,-0.027582,0.012279,-0.012552,-0.038099,0.024841,-0.009422,-0.044441,-0.009737,0.003772,0.021126,-0.032884,-0.030439
2017-08,-0.013282,-0.02565,0.008085,0.002529,-0.009784,-0.006744,-0.025637,-0.024545,0.004209,-0.032791,0.009778,-0.007425,-0.029441,0.003293,-0.005839,-0.006582,-0.025606,-0.035946
2017-09,-0.006947,-0.009853,0.006732,-0.03039,0.001,-0.026498,-0.009737,0.007326,0.00674,-0.006923,0.001273,-0.008604,-0.010644,-0.004723,-0.004005,-0.001476,-0.011201,0.003196
2017-10,0.024012,0.011926,0.03108,0.009602,0.024427,0.026233,0.01204,0.017909,0.058978,0.019357,0.044132,0.007262,0.019305,0.018368,0.003401,0.065282,0.000457,0.017186
2017-11,0.022149,-0.000442,0.022778,-0.001845,0.026968,0.012902,-0.000841,-0.00205,0.010629,0.023673,0.029723,-0.003095,0.024039,0.007683,-0.006232,0.06572,-0.008447,0.006782
2017-12,-0.003145,-0.009544,-0.010791,-0.014832,0.01469,-0.000491,-0.00953,-0.000304,0.017674,0.014015,-0.06578,-0.007279,-0.00139,-0.006763,-0.005141,-0.002885,-0.008078,-0.005931
2018-01,-0.039393,-0.031828,-0.041471,-0.031876,-0.021004,-0.02739,-0.03146,-0.020038,-0.008757,-0.051998,-0.066888,-0.019078,-0.043827,-0.029388,-0.019602,-0.007986,-0.038328,-0.042821
2018-02,0.011471,-0.013424,-0.005333,-0.010854,0.016455,0.01239,-0.0139,-0.028047,-0.009258,-0.009135,-0.027094,-0.0016,-0.001128,-0.028321,-0.006195,0.012108,-0.019715,-0.007905
2018-03,0.014176,-0.001437,0.006744,-0.00216,0.012838,0.02677,-0.000853,-0.019705,0.002095,-0.009934,0.005578,-0.004614,0.020832,0.011055,-0.002668,0.03762,0.003921,0.0025
2018-04,0.009763,0.003203,0.002039,-0.008533,0.04294,-0.016176,0.002953,0.013326,-0.00632,0.008928,0.026375,0.000559,0.024101,0.019316,0.004913,0.052495,0.000721,0.000863
2018-05,0.020849,0.035074,0.041082,0.042974,0.067337,0.009872,0.035016,0.016962,0.066069,0.030307,0.039205,0.016943,0.032222,0.026374,0.015375,0.095846,0.046504,0.050485
2018-06,0.003614,0.010122,0.001649,0.01182,0.041626,0.019385,0.010157,0.00147,0.041551,0.000689,0.063804,0.005935,0.002895,-0.009347,0.005975,0.061207,0.016294,0.031157
2018-07,0.012681,-0.002679,0.022291,0.00866,0.017384,7.2e-05,-0.002543,0.011244,-0.061646,0.001414,0.007883,0.010498,0.000342,0.002415,0.013796,0.041815,0.001378,0.004249
2018-08,0.010461,0.009722,0.017869,0.020624,0.032613,-0.007426,0.010294,-0.006648,-0.001759,0.024255,0.056767,0.003626,0.025133,-0.009269,0.003951,0.22546,0.002747,0.004658
2018-09,0.016367,-0.012566,0.010645,-0.015728,0.047492,-0.001158,-0.012256,0.007737,0.011772,-0.012492,0.049691,0.001063,-0.016744,-0.022622,-0.00068,0.093716,-0.014563,-0.00625
2018-10,0.012968,0.013131,0.009004,0.002817,-0.084633,-0.002913,0.013053,0.003447,0.014835,-0.000277,-0.014318,0.005104,0.00866,0.023615,0.00362,-0.064044,0.021817,0.010894
2018-11,-0.01943,0.008488,-0.036418,0.0073,0.010326,0.014785,0.008891,0.003292,0.057786,0.025646,-0.024403,-0.003705,0.000708,0.004472,-0.003988,-0.06546,0.012707,0.004859
2018-12,0.010624,-0.003931,-0.006501,0.017057,0.028952,0.016704,-0.004294,-0.012458,-0.002242,0.015804,0.015003,-0.003996,-0.00671,-0.012169,-0.002462,0.009333,-0.007659,-0.004651
2019-01,0.002005,-0.005812,0.004868,-0.020054,-0.035219,-0.010924,-0.005623,-0.031668,-0.042673,-0.010506,-0.028007,-0.011247,-0.006276,-0.005011,-0.000818,0.027347,-0.011735,-0.013
2019-02,0.001572,0.003609,-0.007731,-0.01038,0.000592,-0.007578,0.002945,0.011162,0.00582,0.003092,0.002732,-0.002194,0.025395,0.008964,-0.001942,-0.000305,0.006564,-0.001948
2019-03,0.007144,0.002224,-0.001295,-0.013013,0.034349,0.011509,0.001993,0.003978,0.007172,0.001253,0.043765,-0.000326,0.002544,-0.003687,0.000235,0.053297,0.00023,-0.005274
2019-04,-0.00473,0.003033,0.017154,0.009021,0.018238,-0.000206,0.003261,0.002138,-0.010248,-0.006363,-0.013649,0.00069,0.001401,0.005053,-0.001978,0.07199,0.003676,0.019857
2019-05,0.022849,0.001762,0.02236,0.011954,0.027467,0.005436,0.001477,-0.01736,0.012378,0.019294,0.02266,0.010058,0.025569,-0.000504,0.010454,0.067553,0.00615,0.015529
2019-06,-0.000958,-0.011976,-0.006707,0.012686,-0.030919,-0.013391,-0.011653,-0.019781,0.013328,-0.013155,0.014752,-0.006696,-0.02159,-0.025417,0.000622,-0.019632,-0.017942,-0.018393
